	Vector time	gfs.168.110.total_high_cloud.comb
626	14.09.2022 07:00:00	96,547304
627	14.09.2022 08:00:00	82,587934
628	14.09.2022 09:00:00	90,155325
629	14.09.2022 10:00:00	100
630	14.09.2022 11:00:00	99,977478
631	14.09.2022 12:00:00	100,030255
632	14.09.2022 13:00:00	99,857455
633	14.09.2022 14:00:00	17,075219
634	14.09.2022 15:00:00	98,286456
635	14.09.2022 16:00:00	100
636	14.09.2022 19:00:00	99,031307
637	14.09.2022 20:00:00	100
638	14.09.2022 21:00:00	100,370418
639	14.09.2022 22:00:00	25,793163
640	14.09.2022 23:00:00	48,492097
641	15.09.2022 00:00:00	100,034519
642	15.09.2022 01:00:00	93,354444
643	15.09.2022 02:00:00	107,07924
644	15.09.2022 03:00:00	102,380278
645	15.09.2022 04:00:00	45,304896
646	15.09.2022 05:00:00	100,124572
647	15.09.2022 06:00:00	100,17432
648	15.09.2022 07:00:00	98,116722
649	15.09.2022 08:00:00	99,228103
650	15.09.2022 09:00:00	101,49743
651	15.09.2022 10:00:00	98,396769
652	15.09.2022 11:00:00	100
653	15.09.2022 12:00:00	100,172812
654	15.09.2022 13:00:00	99,506321
655	15.09.2022 14:00:00	95,645032
656	15.09.2022 15:00:00	100
657	15.09.2022 16:00:00	99,930488
658	15.09.2022 17:00:00	100
659	16.09.2022 00:00:00	
