	Vector time	gfs.168.108.total_low_cloud.comb
569	14.09.2022 15:00:00	55,242505
570	14.09.2022 16:00:00	45,048969
571	14.09.2022 17:00:00	104,119792
572	14.09.2022 18:00:00	69,309529
573	14.09.2022 19:00:00	101,739518
574	14.09.2022 20:00:00	100
575	14.09.2022 22:00:00	100,007807
576	14.09.2022 23:00:00	100
577	15.09.2022 00:00:00	100,126975
578	15.09.2022 01:00:00	96,698217
579	15.09.2022 02:00:00	93,539335
580	15.09.2022 03:00:00	99,985719
581	15.09.2022 04:00:00	90,094119
582	15.09.2022 05:00:00	78,592803
583	15.09.2022 06:00:00	101,883054
584	15.09.2022 07:00:00	104,156732
585	15.09.2022 08:00:00	99,834135
586	15.09.2022 09:00:00	99,155179
587	15.09.2022 10:00:00	29,486722
588	15.09.2022 11:00:00	28,956938
589	15.09.2022 12:00:00	39,394204
590	15.09.2022 13:00:00	48,137691
591	15.09.2022 14:00:00	46,976715
592	15.09.2022 15:00:00	14,695013
593	15.09.2022 16:00:00	4,164619
594	15.09.2022 17:00:00	35,255374
595	15.09.2022 18:00:00	31,09432
596	15.09.2022 19:00:00	79,35027
597	15.09.2022 20:00:00	85,050432
598	15.09.2022 21:00:00	48,465839
599	15.09.2022 22:00:00	59,183766
600	15.09.2022 23:00:00	43,945051
601	16.09.2022 00:00:00	
